id,group,group_at_test,date,height,mass,ift,x10m,x20m,dob,year,Maturity_offset,time_point,age_at_test,cutoff_year,season_start,age_sept1,age_group,max_force,rel_max_force,cmj_height,cmj_rsi,rj_ct,rj_height,rj_rsi
RTC32,DS,u16s,2024-04-09,167.8,62.6,17,2.06,3.6,2008-05-30,24_25,3.475158865849605,April 2024,15.86,2023,2023-09-01,15,u16s,2745,43.849840255591054,20.8,0.29,192,17.8,0.93
RTC32,DS,u16s,2023-09-09,167.1,61.8,17.5,1.99,3.51,2008-05-30,24_25,3.0682477477263626,Autumn 2023,15.28,2023,2023-09-01,15,u16s,1748,28.284789644012946,20.4,0.27,187,21,1.12
RTC32,DS,u16s,2024-02-20,167,64.3,NA,NA,NA,2008-05-30,24_25,3.36953421950983,Feb 2024,15.73,2023,2023-09-01,15,u16s,NA,NA,21.6,0.3,196,18.9,0.96
RTC33,DS,u16s,2023-09-18,NA,NA,NA,NA,NA,2007-09-24,24_25,NA,Autumn 2023,15.98,2023,2023-09-01,15,u16s,NA,NA,18.2,0.32,146,22.3,1.52
RTC41,u16s,u16s,2024-02-14,169,65.2,17,1.91,3.35,2008-12-31,24_25,3.090195288660394,Feb 2024,15.12,2023,2023-09-01,14,u16s,1811,27.7760736196319,23.3,0.34,171,22.4,1.31
RTC41,u16s,u16s,2024-04-05,169.5,67.6,15.5,2,3.46,2008-12-31,24_25,3.2609378028480105,April 2024,15.26,2023,2023-09-01,14,u16s,1628,24.082840236686394,23.1,0.34,196,22.7,1.16
RTC42,u16s,u16s,2023-09-09,158.2,47.7,NA,NA,NA,NA,NA,NA,Autumn 2023,NA,2023,2023-09-01,NA,NA,1115,23.375262054507335,22.8,0.34,148,18.6,1.26
RTC44,DS,u16s,2023-09-09,161.3,55.1,18,2,3.42,2009-01-16,24_25,2.159255081529677,Autumn 2023,14.65,2023,2023-09-01,14,u16s,1410,25.58983666061706,22.7,0.31,NA,NA,NA
RTC46,u16s,NA,2024-08-29,159.5,80.6,17.5,1.99,3.46,2009-03-27,24_25,2.8223926042964735,August 2024,15.42,2023,2023-09-01,14,u16s,1319,16.364764267990076,28.9,0.42,188,26.1,1.39
RTC46,u16s,u16s,2024-04-05,159.5,54.6,16.5,2.13,3.61,2009-03-27,24_25,2.2219099790803436,April 2024,15.02,2023,2023-09-01,14,u16s,1272,23.296703296703296,25.4,0.39,185,22.3,1.21
RTC46,u16s,u16s,2023-09-09,158.5,55.5,18,1.92,3.37,2009-03-27,24_25,1.8041505346640108,Autumn 2023,14.45,2023,2023-09-01,14,u16s,1156,20.82882882882883,28.4,0.38,185,24.3,1.31
RTC48,u16s,u16s,2024-02-21,182,76.9,16,2.04,3.63,2008-12-13,24_25,4.256068166984925,Feb 2024,15.19,2023,2023-09-01,14,u16s,2167,28.17945383615084,21.2,0.3,174,18,1.04
RTC48,u16s,u16s,2025-04-16,182.6,76,15.5,2.05,3.52,2008-12-13,24_25,5.062315571473959,April 2025,16.34,2024,2024-09-01,15,u16s,2493,32.80263157894737,20.7,0.2,170,21.7,1.28
RTC48,u16s,u16s,2024-04-05,181.9,75.6,NA,NA,NA,2008-12-13,24_25,4.311053298796132,April 2024,15.31,2023,2023-09-01,14,u16s,2184,28.888888888888893,20.7,0.27,189,20.7,1.09
RTC48,u16s,u16s,2023-09-11,NA,NA,16.5,NA,NA,2008-12-13,24_25,NA,Autumn 2023,14.75,2023,2023-09-01,14,u16s,NA,NA,22.6,0.31,NA,NA,NA
RTC48,u16s,NA,2024-08-29,182.1,53.8,14.5,2.02,3.52,2008-12-13,24_25,4.268826082899105,August 2024,15.71,2023,2023-09-01,14,u16s,2073,38.531598513011154,19.9,0.26,180,19.3,1.07
RTC50,u16s,NA,2024-08-29,167.5,48.7,17,1.88,3.23,2009-01-07,24_25,3.1088729987198427,August 2024,15.64,2023,2023-09-01,14,u16s,1532,31.45790554414784,27.4,0.44,158,21.9,1.38
RTC50,u16s,u16s,2023-09-09,163.6,51.5,18.5,1.91,3.33,2009-01-07,24_25,2.3298302276593095,Autumn 2023,14.67,2023,2023-09-01,14,u16s,1255,24.368932038834952,26,0.41,153,21.3,1.39
RTC50,u16s,u16s,2024-04-04,166.5,52.8,17.5,1.9528205128205127,3.298,2009-01-07,24_25,2.8613207119288147,April 2024,15.24,2023,2023-09-01,14,u16s,1562,29.583333333333336,24.2,0.35,171,20.9,1.22
RTC53,u16s,NA,2024-08-28,156.35,54.5,16,2.01,NA,NA,NA,NA,August 2024,NA,2023,2023-09-01,NA,NA,1107,20.31192660550459,20,0.37,164,17.5,1.06
RTC54,u16s,u16s,2024-02-21,156,56.5,16.5,2.11,3.65,2008-10-28,24_25,2.142396225220681,Feb 2024,15.32,2023,2023-09-01,14,u16s,1322,23.398230088495577,21.7,0.36,165,23.9,1.45
RTC54,u16s,u16s,2024-04-09,NA,57.1,NA,1.97,3.46,2008-10-28,24_25,NA,April 2024,15.45,2023,2023-09-01,14,u16s,1557,27.267950963222415,22.9,0.39,166,24.4,1.47
RTC54,u16s,NA,2024-08-28,157.1,49.7,16.5,2.05,NA,2008-10-28,24_25,2.4143102212111156,August 2024,15.83,2023,2023-09-01,14,u16s,1514,30.462776659959758,23.1,0.4,154,23.1,1.5
RTC55,u16s,u16s,2024-02-21,162,48.4,18,2.09,3.56,2009-04-09,24_25,2.1661367135883385,Feb 2024,14.87,2023,2023-09-01,14,u16s,703,14.524793388429753,23.5,0.31,165,15.5,0.94
RTC55,u16s,u16s,2023-09-09,161.4,48.1,18,1.89,3.32,2009-04-09,24_25,1.837368777971843,Autumn 2023,14.42,2023,2023-09-01,14,u16s,1211,25.176715176715177,27,0.38,156,20.4,1.31
RTC55,u16s,NA,2024-08-29,162.9,45.6,16.5,2.01,3.44,2009-04-09,24_25,2.4885971612628297,August 2024,15.39,2023,2023-09-01,14,u16s,1276,27.982456140350877,22.7,0.34,165,20.8,1.26
RTC55,u16s,u16s,2024-04-09,162.3,48.4,NA,1.98,3.45,2009-04-09,24_25,2.2462279367985207,April 2024,15,2023,2023-09-01,14,u16s,1388,28.677685950413224,23.4,0.35,161,17.3,1.07
RTC58,u16s,u16s,2023-09-09,161.5,40.7,19,2.08,3.6,2009-01-09,24_25,2.034560651759956,Autumn 2023,14.67,2023,2023-09-01,14,u16s,1338,32.874692874692876,21.2,0.28,150,20.3,1.35
RTC58,u16s,u16s,2024-04-04,165.5,45,18,2.080769230769231,3.6175,2009-01-09,24_25,2.6892593640468183,April 2024,15.23,2023,2023-09-01,14,u16s,1432,31.822222222222223,21.3,0.26,151,17.7,1.17
RTC58,u16s,u16s,2024-02-21,164,43.4,18.5,2.13,3.68,2009-01-09,24_25,2.4934837738611213,Feb 2024,15.12,2023,2023-09-01,14,u16s,1305,30.069124423963135,20.7,0.3,157,15.5,0.99
RTC58,u16s,NA,2024-08-29,166.9,54.3,17.5,2.09,3.6,2009-01-09,24_25,3.157361349175559,August 2024,15.64,2023,2023-09-01,14,u16s,1268,23.351749539594845,22.7,0.31,155,19.1,1.23
RTC62,DS,u16s,2024-02-14,154,57.1,16,1.94,3.4,2008-02-04,24_25,2.515319870916186,Feb 2024,16.03,2023,2023-09-01,15,u16s,1257,22.01401050788091,21.4,0.44,180,19.5,1.08
RTC63,DS,u16s,2023-09-09,168.5,60.3,17,1.91,3.36,2008-07-15,24_25,2.990959611061371,Autumn 2023,15.15,2023,2023-09-01,15,u16s,1433,23.764510779436154,24.5,0.44,144,20.4,1.42
RTC63,DS,u16s,2024-02-21,170,62.4,16.5,1.97,3.4,2008-07-15,24_25,3.424010791938281,Feb 2024,15.6,2023,2023-09-01,15,u16s,1485,23.798076923076923,23.9,0.31,171,18.8,1.1
RTC64,u16s,u16s,2025-09-09,167.3,57.6,20,1.86,3.3,2011-02-21,25_26,2.5753110828754027,September 2025,14.55,2025,2025-09-01,14,u16s,NA,NA,26.9,0.35,185,25,1.36
RTC64,u16s,u16s,2026-01-05,168.1,57.4,NA,NA,NA,2011-02-21,25_26,2.8092481072717463,Jan 2026,14.87,2025,2025-09-01,14,u16s,2010,35.01742160278746,25.1,0.32,165,18.3,1.11
RTC64,u14s,NA,2024-08-28,165.5,54.7,19.5,2.05,NA,2011-02-21,25_26,1.7790788639535422,August 2024,13.52,2023,2023-09-01,12,u14s,1437,26.270566727605118,21.2,0.28,166,18.1,1.09
RTC64,u14s,u14s,2024-02-16,162,51.4,18,2,3.44,2011-02-21,25_26,1.2439515946828987,Feb 2024,12.99,2023,2023-09-01,12,u14s,1370,26.653696498054476,24.2,0.33,182,17.2,0.95
RTC64,u14s,u14s,2024-04-04,163.5,50.8,19,2.078717948717949,3.5335,2011-02-21,25_26,1.4121546702752272,April 2024,13.12,2023,2023-09-01,12,u14s,1329,26.161417322834648,19.3,0.24,173,14.3,0.82
RTC64,u14s,u14s,2025-04-16,167.2,57,19,2,3.38,2011-02-21,25_26,2.2893192383007777,April 2025,14.15,2024,2024-09-01,13,u14s,1730,30.350877192982455,24.1,0.32,180,22.2,1.23
RTC64,u14s,u16s,2023-09-09,159.5,45.5,18.5,1.95,3.42,2011-02-21,25_26,0.804629980814958,Autumn 2023,12.55,2023,2023-09-01,12,u14s,1109,24.373626373626372,23.9,0.31,150,13.4,0.89
RTC64,u16s,NA,2026-04-28,167.6,59.3,19,2.01,3.5,2011-02-21,25_26,2.974016003449076,April 2026,15.18,2025,2025-09-01,14,u16s,NA,NA,24.7,0.32,180,21.3,1.18
RTC65,u14s,u14s,2025-04-15,166,62.6,16.5,1.92,3.39,2010-10-30,24_25,NA,April 2025,14.46,2024,2024-09-01,13,u14s,1972,31.501597444089455,22.9,0.37,164,21.9,1.33
RTC66,u16s,u16s,2025-09-09,171,59.3,18,1.89,3.35,2011-05-29,25_26,2.663423297054152,September 2025,14.28,2025,2025-09-01,14,u16s,NA,NA,21.6,0.29,172,21.7,1.26
RTC66,u14s,u16s,2024-04-09,162,50.8,17,2.04,3.54,2011-05-29,25_26,1.1814205074266324,April 2024,12.86,2023,2023-09-01,12,u14s,1378,27.125984251968504,20.2,0.28,179,21.1,1.18
RTC66,u14s,u14s,2025-04-16,170.1,54.4,16.5,2.05,3.53,2011-05-29,25_26,2.284119526196418,April 2025,13.88,2024,2024-09-01,13,u14s,1617,29.724264705882355,21.4,0.29,202,18.6,0.92
RTC66,u16s,NA,2026-04-28,172.2,60.9,18,2.01,3.44,2011-05-29,25_26,3.153706667029416,April 2026,14.92,2025,2025-09-01,14,u16s,2006,32.939244663382595,22.6,0.32,179,24.1,1.34
RTC66,u14s,NA,2024-08-28,164.4,53.2,16.5,2.09,NA,2011-05-29,25_26,1.5622890029267713,August 2024,13.25,2023,2023-09-01,12,u14s,1514,28.45864661654135,18.5,0.27,175,16.9,0.97
RTC66,u16s,u16s,2026-01-05,172.7,59.6,NA,NA,NA,2011-05-29,25_26,2.8826419287894263,Jan 2026,14.61,2025,2025-09-01,14,u16s,2122,35.604026845637584,21.1,0.29,187,21,1.12
RTC67,u16s,u16s,2025-09-09,154,56.6,15.5,2.04,3.6,2010-12-20,25_26,1.6499580688695943,September 2025,14.72,2025,2025-09-01,14,u16s,NA,NA,21.1,0.29,191,23.7,1.24
RTC67,u14s,NA,2024-08-29,157.1,53.2,16.5,2.08,3.61,2010-12-20,25_26,1.315796117522895,August 2024,13.69,2023,2023-09-01,12,u14s,1187,22.31203007518797,19.4,0.25,186,17.8,0.96
RTC67,u14s,u14s,2024-02-23,156,48.3,17,2.16,3.67,2010-12-20,25_26,0.8767852100798631,Feb 2024,13.18,2023,2023-09-01,12,u14s,1312,27.163561076604555,18.7,0.22,205,17,0.83
RTC67,u14s,u14s,2025-04-16,158.5,51.6,17.5,2.14,3.7,2010-12-20,25_26,1.69057838406136,April 2025,14.32,2024,2024-09-01,13,u14s,1593,30.872093023255815,20.8,0.31,188,18.6,0.99
RTC67,u14s,u16s,2024-04-09,162.4,47.4,NA,2.02,3.57,2010-12-20,25_26,1.4619904633772087,April 2024,13.3,2023,2023-09-01,12,u14s,1395,29.430379746835445,17.7,0.24,197,18,0.91
RTC68,DS,u14s,2024-04-05,166.1,51.6,15.5,2.08,3.61,2011-03-31,24_25,1.3886808147498169,April 2024,13.01,2023,2023-09-01,12,u14s,1465,28.391472868217054,20.5,0.32,175,18.6,1.07
RTC68,DS,u14s,2024-02-16,163,50,16.5,2.07,3.56,2011-03-31,24_25,1.1177713572697687,Feb 2024,12.88,2023,2023-09-01,12,u14s,1369,27.38,19.3,0.27,175,16,0.91
RTC69,u14s,u14s,2025-04-16,162.2,53.1,17.5,2.15,3.79,2010-12-03,25_26,1.985189638495529,April 2025,14.37,2024,2024-09-01,13,u14s,1675,31.544256120527304,18.5,0.25,146,18.5,1.27
RTC69,u16s,u16s,2025-09-09,161.1,54.7,17.5,2.02,3.6,2010-12-03,25_26,2.170824284474885,September 2025,14.77,2025,2025-09-01,14,u16s,NA,NA,20,0.31,159,16.7,1.05
RTC69,u16s,u16s,2026-01-05,162.1,53,NA,NA,NA,2010-12-03,25_26,2.413818895756887,Jan 2026,15.09,2025,2025-09-01,14,u16s,1937,36.54716981132076,17.8,0.29,150,17.4,1.16
RTC69,u14s,NA,2024-08-29,160.4,44.8,16,2.07,3.69,2010-12-03,25_26,1.3260878050063365,August 2024,13.74,2023,2023-09-01,12,u14s,1247,27.83482142857143,18.7,0.33,174,19.1,1.1
RTC69,u14s,u14s,2024-04-04,160,51,15.5,2.1761538461538463,3.8335,2010-12-03,25_26,1.2245345639344265,April 2024,13.34,2023,2023-09-01,12,u14s,1257,24.647058823529413,17.9,0.25,180,16.2,0.9
RTC69,u14s,u16s,2023-09-09,157.8,49,16,1.99,3.54,2010-12-03,25_26,0.6771610666820325,Autumn 2023,12.77,2023,2023-09-01,12,u14s,1076,21.959183673469386,17.5,0.25,NA,NA,NA
RTC69,u14s,u14s,2024-02-16,159,48.2,16.5,2.16,3.88,2010-12-03,25_26,1.1282060555541789,Feb 2024,13.2,2023,2023-09-01,12,u14s,1306,27.095435684647303,15,0.2,176,17.5,0.99
RTC71,u14s,NA,2024-08-28,157.65,63.1,19,2.1,NA,2010-09-27,25_26,1.6688822198397217,August 2024,13.92,2023,2023-09-01,12,u14s,1253,19.857369255150555,20.4,0.3,153,12.1,0.79
RTC71,u14s,u14s,2025-04-16,161.2,50,18,2.06,3.59,2010-09-27,25_26,2.105458434434887,April 2025,14.55,2024,2024-09-01,13,u14s,1379,27.58,22.8,0.38,160,17,1.06
RTC71,u14s,u14s,2024-02-23,154,42.1,18,2.18,3.73,2010-09-27,25_26,0.9348930653509316,Feb 2024,13.41,2023,2023-09-01,12,u14s,962,22.850356294536816,19.9,0.31,158,14.9,0.94
RTC71,u14s,u16s,2023-09-09,151.4,39.4,NA,NA,NA,2010-09-27,25_26,0.5291908346858178,Autumn 2023,12.95,2023,2023-09-01,12,u14s,871,22.106598984771573,22.1,0.27,178,21,1.18
RTC71,u16s,u16s,2025-09-09,161,52.1,18.5,1.96,3.48,2010-09-27,25_26,2.337454813290222,September 2025,14.95,2025,2025-09-01,14,u16s,NA,NA,24.4,0.32,166,20.4,1.23
RTC71,u14s,u14s,2024-04-04,155.4,43,17.5,2.143333333333333,3.7195,2010-09-27,25_26,1.060090480899993,April 2024,13.52,2023,2023-09-01,12,u14s,1170,27.209302325581394,20.3,0.32,160,24.6,1.43
RTC72,DS,u14s,2024-04-04,155,48.4,16,2.1333333333333333,3.72,2011-01-15,24_25,0.8589182216381094,April 2024,13.22,2023,2023-09-01,12,u14s,1379,28.491735537190085,21.1,0.34,188,20.1,1.07
RTC72,DS,u14s,2024-02-16,153,47.2,16,2.1,3.67,2011-01-15,24_25,0.6793563796421295,Feb 2024,13.09,2023,2023-09-01,12,u14s,1171,24.809322033898304,20.8,0.39,177,18.8,1.06
RTC73,u14s,u14s,2024-04-04,167.5,55.6,18.5,2.1197435897435897,3.5735,2010-12-06,25_26,1.8475145592640063,April 2024,13.33,2023,2023-09-01,12,u14s,1504,27.050359712230215,20.7,0.31,179,16.6,0.93
RTC73,u16s,u16s,2025-09-09,169,65.6,18,1.92,3.35,2010-12-06,25_26,2.8957062984524575,September 2025,14.76,2025,2025-09-01,14,u16s,NA,NA,23.2,0.35,181,21,1.16
RTC73,u14s,u14s,2024-02-16,165,53.2,19,1.97,3.4,2010-12-06,25_26,1.640543431495278,Feb 2024,13.2,2023,2023-09-01,12,u14s,1386,26.052631578947366,22.3,0.36,178,17.9,1
RTC73,u14s,u14s,2025-04-16,171,62.3,17,2.07,3.51,2010-12-06,25_26,2.736518455272607,April 2025,14.36,2024,2024-09-01,13,u14s,2183,35.04012841091493,22.2,0.32,165,18.8,1.14
RTC74,u16s,NA,2026-04-28,165,65.1,15.5,1.96,3.38,2011-08-17,25_26,2.554538435314237,April 2026,14.7,2025,2025-09-01,14,u16s,1634,25.099846390168974,29.3,0.52,155,27.7,1.79
RTC74,u14s,u14s,2024-02-23,163,59,15.5,2.11,3.57,2011-08-17,25_26,1.0753263552851235,Feb 2024,12.52,2023,2023-09-01,12,u14s,1285,21.779661016949152,22.1,0.36,150,16.7,1.11
RTC74,u14s,u14s,2025-04-15,165,62.4,14,2.02,3.54,2011-08-17,25_26,NA,April 2025,13.66,2024,2024-09-01,13,u14s,1619,25.94551282051282,25.5,0.39,153,21.3,1.39
RTC74,u16s,u16s,2025-09-09,164.6,65.4,14.5,1.92,3.37,2011-08-17,25_26,2.1178191332448764,September 2025,14.06,2025,2025-09-01,14,u16s,NA,NA,28.9,0.45,161,26.1,1.62
RTC74,u14s,NA,2024-08-29,164.2,44.5,15,2.03,3.54,2011-08-17,25_26,1.2399721823424308,August 2024,13.03,2023,2023-09-01,12,u14s,1300,29.213483146067414,25.1,0.39,163,23.4,1.44
RTC74,u14s,u14s,2023-09-11,NA,NA,16,NA,NA,2011-08-17,25_26,NA,Autumn 2023,12.07,2023,2023-09-01,12,u14s,NA,NA,22.7,0.42,171,20.9,1.22
RTC74,u14s,u14s,2024-04-05,162.9,60.6,13.5,2.07,3.57,2011-08-17,25_26,1.1286379211221604,April 2024,12.63,2023,2023-09-01,12,u14s,1327,21.897689768976896,20.9,0.33,170,20.1,1.18
RTC75,DS,u14s,2024-04-04,162,55,16.5,2.1538461538461537,3.74,2010-09-10,24_25,1.5468485379445442,April 2024,13.57,2023,2023-09-01,12,u14s,1467,26.672727272727272,19.9,0.38,183,19.7,1.07
RTC75,DS,u14s,2024-02-16,160,54.2,16.5,2.13,3.68,2010-09-10,24_25,1.322892392131148,Feb 2024,13.43,2023,2023-09-01,12,u14s,1387,25.59040590405904,17,0.33,178,18.9,1.06
RTC76,u14s,NA,2024-08-29,160.9,55.9,18,2.02,3.53,2010-11-18,25_26,1.6173622284214595,August 2024,13.78,2023,2023-09-01,12,u14s,NA,NA,24.1,0.5,139,22,1.58
RTC76,u16s,u16s,2025-09-09,163.5,50.9,19.5,1.94,3.47,2010-11-18,25_26,2.356651419247454,September 2025,14.81,2025,2025-09-01,14,u16s,NA,NA,23.3,0.4,140,21.5,1.54
RTC76,u14s,u14s,2024-02-16,157,40.9,19.5,2.05,3.58,2010-11-18,25_26,0.9996557140148253,Feb 2024,13.25,2023,2023-09-01,12,u14s,1146,28.01955990220049,22.1,0.33,142,20,1.41
RTC76,u14s,u14s,2025-04-16,163.8,47.6,17,2.09,3.64,2010-11-18,25_26,2.077856500962147,April 2025,14.41,2024,2024-09-01,13,u14s,1760,36.97478991596638,26.1,0.42,135,21.2,1.57
RTC76,u14s,u14s,2024-04-04,159.1,42,18.5,2.174102564102564,3.7495,2010-11-18,25_26,1.0785263890647188,April 2024,13.38,2023,2023-09-01,12,u14s,1374,32.714285714285715,22.5,0.34,139,16.6,1.19
RTC77,u14s,u16s,2023-09-09,157.6,49.5,16.5,1.89,3.34,2010-12-15,25_26,0.7886415810772537,Autumn 2023,12.73,2023,2023-09-01,12,u14s,1202,24.282828282828284,25.4,0.39,170,22.4,1.32
RTC77,u16s,u16s,2025-09-09,161.3,58.9,14.5,1.88,3.37,2010-12-15,25_26,2.22983905288828,September 2025,14.73,2025,2025-09-01,14,u16s,NA,NA,25.3,0.34,164,21.7,1.32
RTC77,u14s,NA,2024-08-29,160.45,66.4,14.5,1.89,3.3,2010-12-15,25_26,1.7028716014316116,August 2024,13.7,2023,2023-09-01,12,u14s,1294,19.487951807228914,26.3,0.41,152,20.7,1.36
RTC77,u16s,NA,2026-04-28,161.5,56,16,1.96,3.4,2010-12-15,25_26,2.606821895212941,April 2026,15.37,2025,2025-09-01,14,u16s,1943,34.69642857142857,24.9,0.33,143,18.5,1.29
RTC77,u14s,u14s,2025-04-16,161.7,56.2,NA,NA,NA,2010-12-15,25_26,2.011923659401204,April 2025,14.33,2024,2024-09-01,13,u14s,1634,29.074733096085406,NA,NA,NA,NA,NA
RTC77,u14s,u14s,2024-04-05,160.2,53.6,13.5,1.95,3.37,2010-12-15,25_26,1.2770086236886864,April 2024,13.31,2023,2023-09-01,12,u14s,1587,29.60820895522388,25.8,0.4,167,22.2,1.33
RTC77,u16s,u16s,2026-01-05,162.5,55.6,NA,NA,NA,2010-12-15,25_26,2.4629736022423585,Jan 2026,15.06,2025,2025-09-01,14,u16s,2124,38.201438848920866,22.3,0.33,162,16.7,1.03
RTC77,u14s,u14s,2024-02-23,160,50.7,16.5,1.98,3.34,2010-12-15,25_26,1.2291245362841496,Feb 2024,13.19,2023,2023-09-01,12,u14s,1411,27.830374753451675,27.3,0.41,178,20.3,1.15
RTC78,u16s,u14s,2024-02-20,163,51.9,NA,NA,NA,2009-11-19,24_25,1.990343778791106,Feb 2024,14.25,2023,2023-09-01,13,u14s,NA,NA,24.1,0.36,131,14.2,1.08
RTC78,u16s,u16s,2023-09-09,161.7,50.9,18,1.88,3.3,2009-11-19,24_25,1.6288190307984638,Autumn 2023,13.81,2023,2023-09-01,13,u14s,1342,26.365422396856584,22.3,0.36,131,16.5,1.27
RTC79,DS,u16s,2023-09-09,163.1,50.5,16,2.04,3.6,2009-09-25,24_25,1.8147831553450648,Autumn 2023,13.96,2023,2023-09-01,13,u14s,1490,29.504950495049506,20.2,0.25,153,20.3,1.33
RTC80,u14s,u14s,2024-04-04,162.5,64.2,16,2.197948717948718,3.906,2011-07-13,24_25,1.2546077451744424,April 2024,12.73,2023,2023-09-01,12,u14s,1477,23.006230529595015,19.5,0.33,204,15.2,0.75
RTC80,u14s,u14s,2024-02-23,162,62.2,16.5,2.17,3.77,2011-07-13,24_25,1.1909534263347465,Feb 2024,12.61,2023,2023-09-01,12,u14s,1336,21.479099678456592,20.5,0.38,169,14.7,0.87
RTC80,u14s,NA,2024-08-28,162.6,55.2,NA,NA,NA,2011-07-13,24_25,1.3435126275364513,August 2024,13.13,2023,2023-09-01,12,u14s,1401,25.380434782608695,18.2,0.29,192,19.9,1.04
RTC81,u16s,u16s,2026-01-05,163.5,63,NA,NA,NA,2011-05-25,25_26,2.3377727804279664,Jan 2026,14.62,2025,2025-09-01,14,u16s,2005,31.825396825396826,17.5,0.26,167,14.5,0.87
RTC81,u14s,u14s,2024-02-16,158,54.7,16.5,2.11,3.63,2011-05-25,25_26,0.823156535600748,Feb 2024,12.73,2023,2023-09-01,12,u14s,1186,21.681901279707493,16.9,0.2,NA,NA,NA
RTC82,u14s,u14s,2024-02-16,156,43,18,1.93,3.36,2010-10-12,24_25,0.9716850886927281,Feb 2024,13.35,2023,2023-09-01,12,u14s,1379,32.06976744186046,30.8,0.4,164,23.9,1.45
RTC82,u14s,u16s,2024-04-09,157.6,43.8,17.5,1.89,3.31,2010-10-12,24_25,1.1645924317882137,April 2024,13.49,2023,2023-09-01,12,u14s,NA,NA,25.5,0.44,160,27.9,1.73
RTC82,u14s,NA,2024-08-29,160.6,46.7,17.5,1.92,3.33,2010-10-12,24_25,1.5835683839400598,August 2024,13.88,2023,2023-09-01,12,u14s,1151,24.64668094218415,28.3,0.46,160,30.8,1.94
RTC83,u14s,u14s,2024-04-04,166.1,48.4,18.5,2.0174358974358975,3.484,2011-03-08,24_25,1.4855758338553078,April 2024,13.07,2023,2023-09-01,12,u14s,1483,30.640495867768596,18.9,0.37,178,16.8,0.94
RTC83,u14s,u14s,2024-02-16,162,46.4,19.5,1.95,3.42,2011-03-08,24_25,1.157793184748023,Feb 2024,12.94,2023,2023-09-01,12,u14s,1270,27.370689655172416,21.8,0.36,223,21.3,0.95
RTC84,u14s,u14s,2024-02-16,168,48.7,18,1.93,3.33,2011-03-08,24_25,1.5821764179703348,Feb 2024,12.94,2023,2023-09-01,12,u14s,1232,25.297741273100616,19.7,0.26,188,16.8,0.9
RTC84,u14s,u14s,2024-04-04,169.6,50.2,18.5,1.913846153846154,3.342,2011-03-08,24_25,1.7267201726792423,April 2024,13.07,2023,2023-09-01,12,u14s,1338,26.653386454183266,22.1,0.4,184,24,1.31
RTC85,u14s,u14s,2024-02-16,153,47,19,2.02,3.47,2010-11-23,25_26,0.7202405882674364,Feb 2024,13.23,2023,2023-09-01,12,u14s,1300,27.659574468085108,21.7,0.23,153,20.5,1.34
RTC85,u16s,u16s,2025-09-09,155.4,NA,NA,1.98,3.54,2010-11-23,25_26,NA,September 2025,14.79,2025,2025-09-01,14,u16s,NA,NA,NA,NA,NA,NA,NA
RTC85,u14s,u14s,2025-04-16,155.7,52.5,19,1.99,3.47,2010-11-23,25_26,1.571887408536964,April 2025,14.39,2024,2024-09-01,13,u14s,1726,32.87619047619047,22.7,0.33,146,19.6,1.34
RTC85,u14s,u14s,2024-04-04,152.6,48.6,19,2.01,3.49,2010-11-23,25_26,0.7947679215717366,April 2024,13.36,2023,2023-09-01,12,u14s,1489,30.637860082304528,19.7,0.3,157,15.7,1
RTC85,u16s,u16s,2026-01-05,155.4,55,NA,NA,NA,2010-11-23,25_26,1.9815165414353069,Jan 2026,15.12,2025,2025-09-01,14,u16s,2003,36.41818181818182,21,0.34,138,14.2,1.02
RTC86,u14s,u16s,2023-09-09,159.6,55.8,17.5,1.87,3.28,2010-11-15,25_26,0.982734235166853,Autumn 2023,12.82,2023,2023-09-01,12,u14s,1485,26.612903225806452,26.3,0.36,212,16.5,0.78
RTC86,u16s,NA,2026-04-28,163.5,63.2,18,1.9,3.28,2010-11-15,25_26,2.8601500260170063,April 2026,15.45,2025,2025-09-01,14,u16s,2220,35.12658227848101,29,0.3,225,30.2,1.34
RTC86,u14s,u14s,2024-02-23,162,55.9,18,1.93,3.31,2010-11-15,25_26,1.4074039695527185,Feb 2024,13.27,2023,2023-09-01,12,u14s,1738,31.091234347048303,26.5,0.33,206,13.5,0.65
RTC86,u14s,u14s,2025-04-15,163.8,56,17.5,1.88,3.3,2010-11-15,25_26,NA,April 2025,14.41,2024,2024-09-01,13,u14s,1934,34.535714285714285,31.5,0.36,241,25.8,1.07
RTC86,u16s,u16s,2026-01-05,164,58.4,NA,NA,NA,2010-11-15,25_26,2.647696825663881,Jan 2026,15.14,2025,2025-09-01,14,u16s,2157,36.93493150684932,27.2,0.36,236,22.9,0.97
RTC86,u14s,NA,2024-08-28,163,57.1,17.5,2,NA,2010-11-15,25_26,1.752226058362665,August 2024,13.78,2023,2023-09-01,12,u14s,1803,31.57618213660245,27,0.32,208,19.9,0.96
RTC86,u16s,u16s,2025-09-09,163.9,57.6,19,1.86,3.24,2010-11-15,25_26,2.4371098707706995,September 2025,14.82,2025,2025-09-01,14,u16s,NA,NA,34.1,0.4,226,29.2,1.29
RTC86,u14s,u14s,2024-04-05,162.8,56.2,18,1.98,3.41,2010-11-15,25_26,1.484765140062029,April 2024,13.39,2023,2023-09-01,12,u14s,1866,33.20284697508897,27.8,0.36,212,21.8,1.04
